virus_id	length	topology	n_genes	virus_score	n_hallmarks	marker_enrichment	taxonomy	completeness	checkv_quality	PhaTYP	class	vcontact_family	phagcn_family	anti_CRISPR_id	tRNA_num	Host_Phylum	CRISPR
AAB-S22R5_k55_910709	46094	No terminal repeats	58	0.9909	3	19.1135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S22R5_k55_4152610	48101	DTR	69	0.9907	5	32.8544	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Firmicutes	No
AAB-S22R5_k55_981703	53674	No terminal repeats	94	0.9905	10	47.9069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	76.71	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Firmicutes	No
AAB-S22R5_k55_1799656	46043	No terminal repeats	48	0.9905	3	16.7511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Bacteroidota	No
AAB-S22R5_k55_896850	48134	No terminal repeats	82	0.9903	3	21.4939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	96.6	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_3602619	54981	DTR	88	0.9901	4	20.7642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S22R5_k55_826637	31645	No terminal repeats	45	0.9899	2	23.9633	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.23	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Deinococcota	No
AAB-S22R5_k55_3469814	37965	No terminal repeats	44	0.9898	5	17.8948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.01	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	1	p__Proteobacteria	No
AAB-S22R5_k55_4152581	71568	DTR	117	0.989	6	36.9728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1	p__Proteobacteria	No
AAB-S22R5_k55_466080	46183	DTR	75	0.989	6	36.0471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_2616237	42273	DTR	62	0.9888	2	14.5896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_4152572	50197	DTR	79	0.9886	3	30.4798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Autographiviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_3341230	41367	No terminal repeats	54	0.9882	6	20.1127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	67.51	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_3205808	64688	No terminal repeats	101	0.9861	13	59.8049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	65.97	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_920812	37869	No terminal repeats	51	0.986	0	14.2623	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	59.2	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_3522699	44385	No terminal repeats	58	0.9859	2	12.0898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	99.78	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Firmicutes	No
AAB-S22R5_k55_3048587	66505	No terminal repeats	101	0.9859	3	19.3457	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	61.76	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_3710637	34674	No terminal repeats	43	0.9848	3	24.5143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	92.49	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_98847	27965	No terminal repeats	41	0.9847	2	25.0285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	61.9	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_1163606	19975	No terminal repeats	38	0.9846	2	12.9398	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.01	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Myxococcota	No
AAB-S22R5_k55_1311646	40054	DTR	57	0.9846	9	36.5356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_2761305	29025	No terminal repeats	38	0.9844	15	30.8181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.63	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Firmicutes	No
AAB-S22R5_k55_4152580	36008	DTR	52	0.9843	5	23.1599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.76	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Chloroflexota	No
AAB-S22R5_k55_4152587	97764	DTR	135	0.9825	2	22.1236	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	Yes
AAB-S22R5_k55_1020013	28813	No terminal repeats	39	0.9822	5	16.906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	74.92	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA		No
AAB-S22R5_k55_2738216	25187	No terminal repeats	30	0.9822	3	7.6067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.57	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_3785870	34222	No terminal repeats	35	0.9821	4	11.3175	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	52.68	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_4152626	40647	DTR	53	0.9821	5	23.3204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Thermotogae	No
AAB-S22R5_k55_2166466	64589	No terminal repeats	113	0.9819	1	16.0991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	65.97	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Chloroflexota	No
AAB-S22R5_k55_2109172	57079	No terminal repeats	86	0.9818	8	19.9272	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	70.39	Medium-quality	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_2069738	24782	No terminal repeats	20	0.9802	4	24.0324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.66	Medium-quality	temperate	c__Caudoviricetes	Podoviridae	NA	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_2011509	40608	No terminal repeats	61	0.9793	4	30.5473	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	96.98	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_1715574	25048	No terminal repeats	28	0.9782	5	24.7803	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	64.32	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_2894343	40567	No terminal repeats	60	0.9768	3	10.2231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58.96	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	1	p__Cyanobacteria	No
AAB-S22R5_k55_4152570	38181	DTR	47	0.9747	3	12.4541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Herelleviridae	NA	NA	p__Myxococcota	No
AAB-S22R5_k55_2502733	34159	No terminal repeats	44	0.9738	3	12.9336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	52.92	Medium-quality	temperate	c__Caudoviricetes	NA	Vilmaviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_2498773	38066	No terminal repeats	55	0.9737	1	7.6522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	67.31	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Cyanobacteria	No
AAB-S22R5_k55_2922423	41973	DTR	51	0.9632	6	19.3305	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	Podoviridae	NA	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_3635508	58356	No terminal repeats	75	0.9514	2	12.3008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	59.24	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1	p__Actinobacteriota	No
AAB-S22R5_k55_3837434	41083	No terminal repeats	59	0.9506	4	18.5673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.4	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_3562532	32517	No terminal repeats	52	0.9403	1	8.4092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	83.55	Medium-quality	temperate	c__Caudoviricetes	NA	Orlajensenviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_14169	53453	No terminal repeats	82	0.9354	1	8.3533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	67.21	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_3473643	143007	No terminal repeats	252	0.8968	2	22.06	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.38	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	3	p__Deinococcota	No
AAB-S23R2_NODE_662_length_26154_cov_9.404192	26154	No terminal repeats	36	0.9945	8	35.3111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.13	Medium-quality	temperate	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Actinobacteriota	No
AAB-S23R3_NODE_148_length_42846_cov_16.609007	42846	DTR	77	0.993	6	54.5673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Actinobacteriota	No
AAB-S23R3_NODE_31_length_97121_cov_15.320534	97121	DTR	187	0.9899	4	46.6425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	1	p__Proteobacteria	No
AAB-S23R3_NODE_163_length_40242_cov_56.229403	40242	No terminal repeats	63	0.9891	3	19.2787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S23R4_k119_2529163	43602	DTR	65	0.994	14	40.5891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S23R4_k119_2529218	43217	DTR	70	0.9939	5	41.5542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.19	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA		No
AAB-S23R4_k119_183027	40997	No terminal repeats	51	0.9938	6	32.9777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	84.74	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	1	p__Firmicutes	No
AAB-S23R4_k119_2025189	128895	No terminal repeats	168	0.9938	13	84.6264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	60.48	Medium-quality	virulent	c__Caudoviricetes	Myoviridae	Kyanoviridae	NA	NA	p__Actinobacteriota	No
AAB-S23R4_k119_2354126	32674	No terminal repeats	55	0.9931	4	36.1868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	82.2	Medium-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
AAB-S23R4_k119_109994	35017	No terminal repeats	61	0.9931	6	26.9671	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	73.53	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1	p__Actinobacteriota	No
AAB-S23R4_k119_433622	88301	No terminal repeats	137	0.9924	3	29.2944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	80.89	Medium-quality	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	NA	p__Actinobacteriota	No
AAB-S23R4_k119_1521163	38892	DTR	48	0.9902	7	21.7022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	59.87	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	4	p__Actinobacteriota	Yes
AAB-S23R4_k119_1317269	66291	No terminal repeats	95	0.9897	8	23.8204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	76.89	Medium-quality	virulent	c__Caudoviricetes	NA	Zobellviridae	NA	2	p__Spirochaetota	No
AAB-S23R4_k119_2212568	47794	DTR	70	0.9895	3	25.5143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S23R4_k119_2529075	41473	DTR	61	0.9879	9	29.6689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	anti_CRISPR0823	NA	p__Proteobacteria	No
AAB-S23R4_k119_2349790	43785	DTR	63	0.9847	7	31.9222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.08	Medium-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
AAB-S23R4_k119_703842	35070	No terminal repeats	46	0.9845	6	18.4658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58.6	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S23R4_k119_1433473	64250	No terminal repeats	102	0.983	8	22.7023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.81	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S23R4_k119_2529114	56556	DTR	78	0.9824	6	25.3651	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S23R4_k119_1818257	31505	No terminal repeats	43	0.9822	3	9.5266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.93	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Fusobacteria	No
AAB-S23R4_k119_544951	155078	DTR	231	0.9804	3	37.5083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	28	p__Proteobacteria	No
AAB-S23R4_k119_2529078	40536	DTR	59	0.9794	6	18.7013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S23R4_k119_1677334	66264	DTR	92	0.9791	6	15.8735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	77.17	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S23R4_k119_2529168	77070	DTR	104	0.9791	0	16.3249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
AAB-S23R4_k119_281605	52334	No terminal repeats	83	0.9719	7	40.5742	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	69.28	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
AAB-S23R4_k119_2349964	41092	No terminal repeats	59	0.9552	4	9.2707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.65	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Crenarchaeota	No
AAB-S23R4_k119_588610	20222	No terminal repeats	21	0.9512	5	20.8942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.92	Medium-quality	temperate	c__Caudoviricetes	Podoviridae	Peduoviridae	NA	NA	p__Proteobacteria	No
AAB-S23R4_k119_1709493	101467	No terminal repeats	143	0.946	3	24.7863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.45	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	17	p__Actinobacteriota	No
AAB-S23R4_k119_705092	25772	No terminal repeats	35	0.9311	4	9.7686	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.58	Medium-quality	temperate	c__Caudoviricetes	NA	NA	anti_CRISPR1037	NA	p__Proteobacteria	No
AAB-S23R4_k119_2133738	49493	No terminal repeats	70	0.8333	0	8.4783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S23R5_NODE_75_length_52944_cov_27.426837	52944	DTR	103	0.9935	5	46.6057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.11	Medium-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Euryarchaeota	Yes
AAB-S24R1_k119_1460614	20527	No terminal repeats	26	0.995	6	19.8122	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	61.92	Medium-quality	temperate	c__Caudoviricetes	NA	Vilmaviridae	NA	NA		No
AAB-S24R1_k119_138104	68655	No terminal repeats	104	0.9947	2	47.8294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Schitoviridae	NA	1	p__Firmicutes	No
AAB-S24R1_k119_457732	62840	No terminal repeats	74	0.9944	1	32.7857	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Kyanoviridae	NA	NA	p__Proteobacteria	No
AAB-S24R1_k119_2018976	64473	DTR	78	0.9941	6	38.4861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Bacteroidota	No
AAB-S24R1_k119_463707	72505	DTR	95	0.9936	4	60.7127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Chloroflexota	No
AAB-S24R1_k119_2018902	37817	DTR	55	0.9935	2	18.6782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Firmicutes	No
AAB-S24R1_k119_1795866	54890	No terminal repeats	75	0.9934	3	44.2927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	91.21	High-quality	virulent	c__Caudoviricetes	Podoviridae	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S24R1_k119_1193039	42804	No terminal repeats	61	0.9929	3	27.3954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	98.47	High-quality	virulent	c__Caudoviricetes	NA	Kyanoviridae	NA	NA	p__Thermotogae	No
AAB-S24R1_k119_2018932	72426	DTR	106	0.9928	8	45.9384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	70.01	Medium-quality	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	NA	p__Actinobacteriota	No
AAB-S24R1_k119_2018961	43512	DTR	70	0.9922	9	30.3902	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S24R1_k119_340217	48704	No terminal repeats	72	0.992	3	39.8521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	92.25	High-quality	virulent	c__Caudoviricetes	NA	Kyanoviridae	NA	NA	p__Acidobacteriota	No
AAB-S24R1_k119_2018897	76468	DTR	127	0.992	14	79.7503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Chlorobi	No
AAB-S24R1_k119_1066917	44539	No terminal repeats	76	0.9917	7	30.1078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	71.99	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S24R1_k119_1542813	44447	No terminal repeats	73	0.9915	5	36.4336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S24R1_k119_685175	43044	DTR	71	0.9914	7	28.7475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	65.39	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Euryarchaeota	No
AAB-S24R1_k119_268728	42099	No terminal repeats	71	0.9909	5	27.9603	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S24R1_k119_1650224	42016	No terminal repeats	49	0.9907	5	27.7578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	99.93	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Myxococcota	No
AAB-S24R1_k119_1975667	52459	No terminal repeats	81	0.9897	2	18.9571	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Zobellviridae	NA	NA	p__Bacteroidota	No
AAB-S24R1_k119_637050	39295	No terminal repeats	62	0.9897	12	35.8276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58.54	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	anti_CRISPR0772	NA	p__Actinobacteriota	No
AAB-S24R1_k119_2018888	78871	DTR	119	0.9893	1	52.193	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Herelleviridae	NA	NA	p__Cyanobacteria	No
AAB-S24R1_k119_814008	44076	No terminal repeats	80	0.9876	2	17.1482	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	59.73	Medium-quality	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Planctomycetota	No
AAB-S24R1_k119_1129001	282032	No terminal repeats	474	0.987	2	65.9263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.02	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	57	p__Actinobacteriota	No
AAB-S24R1_k119_2018931	43760	DTR	65	0.9869	3	20.2651	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
AAB-S24R1_k119_130701	38217	DTR	65	0.9867	1	22.8221	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
AAB-S24R1_k119_1411324	77513	No terminal repeats	103	0.9857	3	32.7508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	99.55	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	anti_CRISPR0782	NA	p__Firmicutes	Yes
AAB-S24R1_k119_2018883	40565	DTR	67	0.9853	2	21.6897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	anti_CRISPR0782	NA	p__Proteobacteria	No
AAB-S24R1_k119_1299871	46678	No terminal repeats	60	0.9847	2	19.4611	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	75.39	Medium-quality	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	1	p__Actinobacteriota	No
AAB-S24R1_k119_2018887	37895	DTR	58	0.9843	2	23.2576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Salasmaviridae	NA	NA	p__Actinobacteriota	No
AAB-S24R1_k119_1128760	77410	No terminal repeats	123	0.9837	2	19.7807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	93.02	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S24R1_k119_695547	29487	No terminal repeats	42	0.9834	4	33.2615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.44	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Bacteroidota	No
