ARO Accession	CVTERM ID	Drug_Class	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	CARD Short Name	length
ARO:3004543	42415	MLS	mphO	WP_050815728.1	NZ_AGSO01000004.1	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation	mphO	954
ARO:3004544	42417	MLS	mphJ	ATL63232.1	KY753883.1	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation	mphJ	927
ARO:3004559	42465	Beta-lactams	CAM-1	AVX51087.1	MG430339.1	CAM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	CAM-1	726
ARO:3004561	42467	Glycopeptide	Clostridioides difficile murG with mutation conferring resistance to vancomycin	AAK80188.1	AE001437.1	murG transferase	glycopeptide antibiotic	antibiotic target alteration	Cdif_murG_VAN	1080
ARO:3004562	42469	Multidrug	Clostridioides difficile gyrB conferring resistance to fluoroquinolones	ADK13120.1	CP001666.1	fluoroquinolone resistant gyrB	aminocoumarin antibiotic;fluoroquinolone antibiotic	antibiotic target alteration	Cdif_gyrB_FLO	1914
ARO:3004563	42470	Multidrug	Clostridioides difficile rpoB with mutation conferring resistance to rifampicin	ADK17136.1	CP001666.1	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	peptide antibiotic;rifamycin antibiotic	antibiotic target alteration;antibiotic target replacement	Cdif_rpoB_RIF	3729
ARO:3004569	42477	Peptide	ICR-Mo	WP_082741435.1	NZ_CP014234.1	intrinsic colistin resistant phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	ICR-Mo	1677
ARO:3004571	42480	Beta-lactams	PNGM-1	AWN09461.1	MF445022.1	PNGM beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	PNGM-1	1161
ARO:3004572	42486	Multidrug	Staphylococcus aureus LmrS	AAW38464.1	CP000046.1	major facilitator superfamily (MFS) antibiotic efflux pump	aminoglycoside antibiotic;diaminopyrimidine antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic	antibiotic efflux	Saur_LmrS	1443
ARO:3004573	42487	Phosphonic acid	Acinetobacter baumannii AbaF	ABO11759.2	CP000521.1	major facilitator superfamily (MFS) antibiotic efflux pump	phosphonic acid antibiotic	antibiotic efflux	Abau_AbaF	1290
ARO:3004574	42490	Fluoroquinolone	Acinetobacter baumannii AbaQ	ACJ41547.2	CP001182.2	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux	Abau_AbaQ	1305
ARO:3004577	42497	Multidrug	Acinetobacter baumannii AmvA	ACQ82816.1	FJ911554.1	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;macrolide antibiotic	antibiotic efflux	Abau_AmvA	1479
ARO:3004580	42506	Multidrug	Klebsiella pneumoniae KpnE	BAH63251.1	AP006725.1	small multidrug resistance (SMR) antibiotic efflux pump	aminoglycoside antibiotic;cephalosporin;disinfecting agents and antiseptics;macrolide antibiotic;peptide antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	Kpne_KpnE	363
ARO:3004581	42510	Tetracycline	tet(48)	AKQ05892.1	KR857682.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(48)	1200
ARO:3004582	42512	Tetracycline	tet(49)	AKQ05893.1	KR857683.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(49)	1164
ARO:3004583	42513	Multidrug	Klebsiella pneumoniae KpnF	BAH63252.1	AP006725.1	small multidrug resistance (SMR) antibiotic efflux pump	aminoglycoside antibiotic;cephalosporin;disinfecting agents and antiseptics;macrolide antibiotic;peptide antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	Kpne_KpnF	330
ARO:3004584	42514	Tetracycline	tet(50)	AKQ05894.1	KR857684.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(50)	1167
ARO:3004586	42516	Tetracycline	tet(51)	AKQ05895.1	KR857685.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(51)	1164
ARO:3004587	42517	Tetracycline	tet(52)	AKQ05896.1	KR857686.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(52)	1173
ARO:3004588	42518	Multidrug	Klebsiella pneumoniae KpnG	EHL92831.1	ACWO01000051.1	major facilitator superfamily (MFS) antibiotic efflux pump	aminoglycoside antibiotic;carbapenem;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic	antibiotic efflux	Kpne_KpnG	1173
ARO:3004589	42519	Tetracycline	tet(53)	AKQ05897.1	KR857687.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(53)	1164
ARO:3004590	42520	Tetracycline	tet(54)	AKQ05898.1	KR857688.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(54)	1167
ARO:3004591	42521	Tetracycline	tet(55)	AKQ05899.1	KR857689.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(55)	1158
ARO:3004592	42522	MLS	erm(32)	CAB37345.2	AJ009971.2	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	erm(32)	843
ARO:3004595	42525	MLS	erm(45)	CEJ95855.1	LN680996.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	erm(45)	738
ARO:3004596	42527	MLS	erm(46)	AJF36617.1	KM679362.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	erm(46)	813
ARO:3004597	42528	Multidrug	Klebsiella pneumoniae KpnH	EOU56998.1	ASTU01000063.1	major facilitator superfamily (MFS) antibiotic efflux pump	aminoglycoside antibiotic;carbapenem;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic	antibiotic efflux	Kpne_KpnH	1539
ARO:3004599	42532	Multidrug	clcD	AIX48090.1	KM359438.1	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	clcD	1050
ARO:3004601	42534	MLS	LnuP	ACS83559.1	FJ589781.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	LnuP	501
ARO:3004603	42545	Tetracycline	tet(56)	ARB93503.1	CP020412.2	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(56)	1170
ARO:3004605	42565	MLS	ermZ	CAM96571.1	AM709783.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	ermZ	849
ARO:3004606	42567	MLS	erm(40)	AAS76623.1	AY570506.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	erm(40)	756
ARO:3004608	42572	MLS	EreD	AKO71461.1	KP265721.1	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EreD	1227
ARO:3004613	42577	Tetracycline	tet(47)	AKQ05891.1	KR857681.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(47)	1248
ARO:3004624	42606	Fluoroquinolone	QnrS11	AFM45990.1	JQ269335.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrS11	657
ARO:3004625	42607	Fluoroquinolone	QnrS12	OIZ71829.1	MKQI01000097.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrS12	657
ARO:3004626	42608	MLS	Erm(49)	OPG86592.1	MWVR01000009.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(49)	915
ARO:3004627	42611	Fluoroquinolone	QnrS15	AZP56652.1	MK303617.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrS15	657
ARO:3004628	42613	Aminoglycoside	AAC(2')-IIa	BAM16262.1	AB669090.1	AAC(2')	aminoglycoside antibiotic	antibiotic inactivation	AAC(2')-IIa	783
ARO:3004629	42615	Aminoglycoside	AAC(6')-Im	AAK63041.1	AF337947.1	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')-Im	537
ARO:3004630	42617	Fluoroquinolone	Mycoplasma genitalium parC mutations confers resistance to Moxifloxacin	WP_010869372.1	NC_000908.2	fluoroquinolone resistant parC	fluoroquinolone antibiotic	antibiotic target alteration	Mgen_parC_MXF	2346
ARO:3004635	42624	Aminoglycoside	AAC(6')-Il	AAA90937.1	U13880.2	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')-Il	459
ARO:3004636	42625	Fluoroquinolone	qnrE1	APC93960.1	KY073238.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	qnrE1	645
ARO:3004637	42627	Fluoroquinolone	qnrE2	AQV34023.1	CP018961.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	qnrE2	645
ARO:3004638	42632	Aminoglycoside	AAC(6')-I-48	BAN78519.1	AB472901.2	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')-I-48	504
ARO:3004639	42633	Multidrug	Corynebacterium striatum tetA	NP_862226.1	NC_004939.1	major facilitator superfamily (MFS) antibiotic efflux pump	penicillin beta-lactam;tetracycline antibiotic	antibiotic efflux	Cstr_tetA	1542
ARO:3004641	42650	Aminoglycoside	AAC(6')-I-43	AEA07977.1	HQ247816.1	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')-I-43	564
ARO:3004643	42655	MLS	Erm(K)	WP_010896559.1	NG_047831.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(K)	855
ARO:3004645	42659	Diaminopyrimidine	dfrI	ABO40886.1	CP000602.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrI	576
ARO:3004647	42664	Beta-lactams	AQU-2	AHF82023.1	KF730243.1	AQU beta-lactamase	cephalosporin	antibiotic inactivation	AQU-2	1143
ARO:3004648	42665	Beta-lactams	AQU-3	AHF82024.1	KF730244.1	AQU beta-lactamase	cephalosporin	antibiotic inactivation	AQU-3	1149
ARO:3004649	42670	Multidrug	cfr(B)	CDF47262.1	HG002396.1	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;streptogramin antibiotic	antibiotic target alteration	cfr(B)	1050
ARO:3004651	42676	MLS	lin	AEO25219.1	CP002003.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lin	1572
ARO:3004652	42681	MLS	Erm(O)-lrm	AAA26779.1	M74717.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(O)-lrm	783
ARO:3004655	42693	Nitroimidazole	nimB	CAA50578.1	X71443.1	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation	nimB	495
ARO:3004657	42696	Phenicol	catA4	AAA25655.1	M11587.1	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	catA4	654
ARO:3004659	42698	MLS	Mef(En2)	AAF74725.1	AF251288.1	major facilitator superfamily (MFS) antibiotic efflux pump	lincosamide antibiotic;macrolide antibiotic	antibiotic efflux	Mef(En2)	1206
ARO:3004660	42699	Phenicol	catB11	AID93387.1	CP008790.1	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	catB11	633
ARO:3004661	42703	Phosphonic acid	Staphylococcus aureus FosB	EHS19134.1	AHLO01000073.1	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation	Saur_FosB	420
ARO:3004665	42708	Phenicol	cmlA8	ABW91179.1	EU182575.1	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux	cmlA8	1260
ARO:3004666	42709	Phenicol	pexA	ADI87853.1	HM537013.1	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux	pexA	1248
ARO:3004667	42714	Fluoroquinolone	Staphylococcus aureus norA	BAA14147.1	D90119.1	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux	Saur_norA	1167
ARO:3004669	42716	Multidrug	emtA	AAL02176.1	AF403298.1	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	1026
ARO:3004670	42717	Phosphonic acid	FosB1	BAE05988.1	AP006717.1	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation	FosB1	420
ARO:3004671	42719	Phosphonic acid	FosB4	ALM24139.1	KR870311.1	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation	FosB4	420
ARO:3004673	42721	Phosphonic acid	FosB6	ALM24145.1	KR870314.1	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation	FosB6	420
ARO:3004674	42722	Phosphonic acid	FosD	BAG12271.1	AB304512.1	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation	FosD	420
ARO:3004675	42723	Aminoglycoside	aphA15	CAD91341.1	Y18050.2	APH(3')	aminoglycoside antibiotic	antibiotic inactivation	aphA15	795
ARO:3004677	42726	Aminoglycoside	rmtD2	ADW66527.1	HQ401565.1	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration	rmtD2	744
ARO:3004678	42727	Aminoglycoside	rmtE	ADA63498.1	GU201947.1	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration	rmtE	822
ARO:3004680	42729	Aminoglycoside	APH(3')-VIIIa	AAG11411.2	AF182845.2	APH(3')	aminoglycoside antibiotic	antibiotic inactivation	APH(3')-VIIIa	804
ARO:3004682	42731	Aminoglycoside	aadA27	CTQ57092.1	LN873256.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aadA27	789
ARO:3004683	42732	Aminoglycoside	aadS	AAA27459.1	M72415.1	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation	aadS	864
ARO:3004684	42734	Peptide	MCR-9.1	WP_001572373.1	NC_021819.1	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	MCR-9.1	1620
ARO:3004691	42743	Peptide	MCR-3.4	SBZ31568.1	FLXA01000011.1	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	MCR-3.4	1626
ARO:3004694	42746	Peptide	MCR-4.2	AVK94777.1	MG822663.1	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	MCR-4.2	1626
ARO:3004698	42750	Peptide	MCR-5.2	AVM85875.1	MG384740.1	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	MCR-5.2	1641
ARO:3004699	42751	Nucleoside	sta	AAA88560.1	M16183.1	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation	sta	570
ARO:3004704	42757	Aminoglycoside	aadA8b	CAJ13568.1	AM040708.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aadA8b	792
ARO:3004715	42770	Multidrug	vga(E) Staphylococcus cohnii	AHB37625.1	KF540226.1	vga-type ABC-F protein	lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target protection	Scoh_vga(E)	1575
ARO:3004719	42774	Multidrug	tet(X3)	QBQ85438.1	MK134375.1	tetracycline inactivation enzyme	glycylcycline;tetracycline antibiotic	antibiotic inactivation	tet(X3)	1167
ARO:3004720	42775	Multidrug	tet(X4)	QBQ69719.1	MK134376.1	tetracycline inactivation enzyme	glycylcycline;tetracycline antibiotic	antibiotic inactivation	tet(X4)	1158
ARO:3004721	42776	Pyrazine	Mycobacterium tuberculosis rpsA mutations conferring resistance to pyrazinamide	NP_216146.1	NC_000962.3	pyrazinamide resistant rpsA	pyrazine antibiotic	antibiotic target alteration	Mtub_rpsA_PZA	1446
ARO:3004730	42834	Pleuromutilin	tva(A)	SOX29786.1	LT970863.1	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	pleuromutilin antibiotic	antibiotic target protection	tva(A)	1518
ARO:3004734	42843	Beta-lactams	ARL-1	APY23733.1	KY363215.1	ARL Beta-lactamase	penicillin beta-lactam	antibiotic inactivation	ARL-1	849
ARO:3004738	42848	Beta-lactams	ARL-5	APY23862.1	KY363214.1	ARL Beta-lactamase	penicillin beta-lactam	antibiotic inactivation	ARL-5	849
ARO:3004740	42850	Beta-lactams	AST-1	AAG44836.1	AF279904.1	AST Beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	AST-1	933
ARO:3004751	42863	Beta-lactams	BES-1	AAF61147.1	AF234999.1	BES Beta-lactamase	penicillin beta-lactam	antibiotic inactivation	BES-1	879
ARO:3004757	42869	Beta-lactams	BKC-1	AKD43328.1	KP689347.1	BKC Beta-lactamase	carbapenem	antibiotic inactivation	BKC-1	942
ARO:3004761	42874	Beta-lactams	BRO-1	AAA92126.1	U49269.2	BRO Beta-lactamase	penicillin beta-lactam	antibiotic inactivation	BRO-1	942
ARO:3004764	42878	Beta-lactams	CBP-1	ALF06101.1	KP718480.1	CBP beta-lactamase	penicillin beta-lactam	antibiotic inactivation	CBP-1	927
ARO:3004766	42880	Beta-lactams	CGA-1	AAL55262.1	AF339733.1	CGA beta-lactamase	penicillin beta-lactam	antibiotic inactivation	CGA-1	879
ARO:3004769	42884	Beta-lactams	CIA-2	BAL40893.1	AB674566.1	CIA beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	CIA-2	879
ARO:3004771	42886	Beta-lactams	CIA-4	BAL40895.1	AB674568.1	CIA beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	CIA-4	879
ARO:3004780	42895	Beta-lactams	DES-1	AAM45855.1	AF426161.1	DES beta-lactamase	penicillin beta-lactam	antibiotic inactivation	DES-1	975
ARO:3004782	42898	Beta-lactams	ERP-1	AAL86999.1	AY077733.1	ERP beta-lactamase	penicillin beta-lactam	antibiotic inactivation	ERP-1	882
ARO:3004784	42901	Beta-lactams	FAR-1	AAB81957.1	AF024601.1	FAR beta-lactamase	penicillin beta-lactam	antibiotic inactivation	FAR-1	894
ARO:3004786	42904	Beta-lactams	FIM-1	AFV91534.1	JX570731.1	FIM beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	FIM-1	789
ARO:3004803	42923	Beta-lactams	GOB-11	AAT68578.1	AY647248.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-11	879
ARO:3004804	42924	Beta-lactams	GOB-12	AAT68579.1	AY647249.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-12	873
ARO:3004807	42927	Beta-lactams	GOB-15	AAV65595.1	AY775547.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-15	879
ARO:3004812	42932	Beta-lactams	GOB-5	AAF89146.1	AF189290.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-5	756
ARO:3004813	42933	Beta-lactams	GOB-6	AAF89148.1	AF189292.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-6	756
ARO:3004816	42936	Beta-lactams	GOB-9	AAT68576.1	AY647246.1	GOB beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	GOB-9	873
ARO:3004825	42955	Beta-lactams	LAP-1	ABK58097.1	EF026092.1	LAP beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	LAP-1	858
ARO:3004832	42962	Beta-lactams	Neisseria gonorrhoeae PBP2 conferring resistance to beta-lactam antibiotics	AAA25463.1	M32091.1	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	antibiotic target alteration	Ngon_PBP2_BLA	1746
ARO:3004833	42963	Beta-lactams	Neisseria gonorrhoeae PBP1 conferring resistance to beta-lactam antibiotics	AAB52541.1	U80933.1	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	antibiotic target alteration	Ngon_PBP1_BLA	2397
ARO:3004835	42965	Beta-lactams	Neisseria gonorrhoeae pilQ gene conferring resistance to beta-lactam	VEG60537.1	LR134358.1	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	antibiotic target alteration	Ngon_pilQ_BLA	2196
